_id,rating,product,user,createdAt,__v
6f69cced-ba38-47ee-b23e-462e6c83a751,3.2,6541b2e7c5119cad40d2b720,6550a740ea03570028ea3b97,2023-03-30 16:42:55.762238,0
04a4cc2e-33b3-4d9b-8c38-da786c7e7a62,3.4,6541b411c5119cad40d2b890,6550a740ea03570028ea3b96,2023-08-15 16:42:55.763234,0
886bdcea-ac5a-43a1-b31c-4816b51b7821,2.0,6541b2e7c5119cad40d2b8a2,6550a740ea03570028ea3b96,2023-03-04 16:42:55.763234,0
56b8ad9f-0d17-4689-acbd-47670a1e9651,4.6,6541b729c5119cad40d2b8b4,64e9839b01a17287f86b9c8f,2023-04-24 16:42:55.763234,0
0114d9cf-77f7-41f1-86b1-9626e0669e01,1.3,6541b411c5119cad40d2b890,64e9839b01a17287f86b9c8f,2023-10-26 16:42:55.763234,0
2053bc28-2465-486b-8861-8c04487cc749,2.8,6541b2e7c5119cad40d2b720,6550a740ea03570028ea3b98,2023-06-29 16:42:55.763234,0
462cb13d-b51e-498c-876d-366568be6e52,1.7,6541b2e7c5119cad40d2d413,6550a740ea03570028ea3b96,2023-06-23 16:42:55.763234,0
b3e88762-62f7-4ece-b0f2-489edd96d0a5,3.5,6541b2e7c5119cad40d2d413,6550a740ea03570028ea3b97,2023-06-05 16:42:55.763234,0
9c3e56f8-a397-4242-b6d8-01cacbe9daff,4.2,6541b411c5119cad40d2b890,6550a740ea03570028ea3b96,2023-04-28 16:42:55.763234,0
564151a8-f923-43e5-9212-6fc6d73a574c,4.6,6541b2e7c5119cad40d2b720,6550a740ea03570028ea3b96,2023-07-05 16:42:55.763234,0
f2bc0b6c-a94d-4181-8caf-b805d901b844,2.1,6541b2e7c5119cad40d2b720,6550a740ea03570028ea3b97,2023-07-18 16:42:55.763234,0
4e00d028-a106-4166-a3f2-f2a0f4209b1a,4.8,6541b2e7c5119cad40d2b720,654eddeb8b50cc2f30842d1a,2022-12-29 16:42:55.763234,0
846750c2-fff6-4834-9f16-82ab65c33b66,1.8,6541b2e7c5119cad40d2h624,6550a740ea03570028ea3b97,2023-02-13 16:42:55.763234,0
f0d9d5a5-0ac0-47db-901f-71d07b7575be,1.2,6541b2e7c5119cad40d2g512,6550a740ea03570028ea3b97,2023-11-07 16:42:55.763234,0
17fa2dc3-6cf1-4bb7-bf5f-6adcbec01ce0,2.5,6541b2e7c5119cad40d2b8a1,6550a740ea03570028ea3b96,2023-02-24 16:42:55.763234,0
92c4bbda-2a06-4aa9-87e1-3584e7155445,1.6,6541b2e7c5119cad40d2b8a2,6550a740ea03570028ea3b96,2023-03-29 16:42:55.763234,0
6ffcd9bc-8d74-4584-80ab-485fb3b0a6ab,2.9,6541b2e7c5119cad40d2b8a1,654eddeb8b50cc2f30842d1a,2023-06-23 16:42:55.763234,0
c883bdff-251a-4837-9289-1fecf35f8741,4.7,6541b2e7c5119cad40d2b8a1,6550a740ea03570028ea3b97,2023-06-01 16:42:55.763234,0
3ee51511-01f9-4320-aa71-289da02688a2,5.0,6541b2e7c5119cad40d2b8a1,6550a740ea03570028ea3b97,2023-05-13 16:42:55.763234,0
75ea14c2-9616-419f-af1e-cba41afc127d,1.0,6541b2e7c5119cad40d2d413,64e9839b01a17287f86b9c8f,2023-03-07 16:42:55.763234,0
344bc71a-3587-4933-8723-c500e56309d6,4.8,6541b2e7c5119cad40d2b720,6550a740ea03570028ea3b96,2023-01-28 16:42:55.763234,0
b7bbef04-7934-40a9-8bf0-bebb22f291c2,4.9,6541b2e7c5119cad40d2b8a1,6550a740ea03570028ea3b98,2023-04-14 16:42:55.763234,0
33542afe-e103-4a64-960e-b14c7a07aaed,2.2,6541b2e7c5119cad40d2g512,6550a740ea03570028ea3b98,2023-01-25 16:42:55.763234,0
5f4c4027-1b39-4d5e-a475-72435e53f029,3.9,6541b2e7c5119cad40d2b884,64e9839b01a17287f86b9c8f,2023-09-08 16:42:55.763234,0
723ba606-7ad8-4cb5-9406-19e783788536,1.7,6541b2e7c5119cad40d2b8a0,6550a740ea03570028ea3b98,2023-10-10 16:42:55.763234,0
c2c5d927-f167-45b7-b6c0-d9aa89b38f74,4.1,6541b2e7c5119cad40d2b8a1,6550a740ea03570028ea3b96,2023-06-17 16:42:55.763234,0
28758da0-725c-4e1b-90f1-0725025d5249,1.7,6541b411c5119cad40d2b890,6550a740ea03570028ea3b96,2023-10-06 16:42:55.763234,0
4db7bfa7-2efc-4163-8ba3-17ee15b3a3b7,1.1,650fa6d68777e3057833a455,6550a740ea03570028ea3b97,2023-06-13 16:42:55.764202,0
f149a13f-ee39-4d5f-b96c-a27304dd9c8d,1.1,6541b2e7c5119cad40d2b720,6550a740ea03570028ea3b96,2023-10-03 16:42:55.764202,0
70a6a1f9-09ad-4a74-b4c4-c088b929f194,2.6,6541b2e7c5119cad40d2d413,6550a740ea03570028ea3b97,2023-06-03 16:42:55.764202,0
0068a544-4f62-4c86-9f89-8a1fd466d2ac,4.0,6541b2e7c5119cad40d2d413,654eddeb8b50cc2f30842d1a,2022-12-12 16:42:55.764202,0
6ced39a4-ffe7-4f07-9f12-4d22c718fdce,4.5,6541b2e7c5119cad40d2h624,654eddeb8b50cc2f30842d1a,2023-03-17 16:42:55.764202,0
41e70f30-cc30-479e-a974-2c3a87e92236,4.9,6541b729c5119cad40d2b8b4,654eddeb8b50cc2f30842d1a,2023-07-08 16:42:55.764202,0
6e3a5f10-d3c6-4b0a-ae28-6d7cd540ca56,3.3,6541b2e7c5119cad40d2g512,654eddeb8b50cc2f30842d1a,2023-08-10 16:42:55.764202,0
ee48f684-274b-45a9-9b5d-cd688fe97578,2.1,6541b729c5119cad40d2b8b4,6550a740ea03570028ea3b96,2023-09-03 16:42:55.764202,0
3b983ba6-f58e-4f61-ba21-adc7c4ec1860,2.2,6541b60ac5119cad40d2b8a8,654eddeb8b50cc2f30842d1a,2023-09-04 16:42:55.764202,0
3512ddef-1054-41ae-9d8f-e2e7ed635c6f,2.9,6541b2e7c5119cad40d2b8a0,6550a740ea03570028ea3b97,2023-05-01 16:42:55.764202,0
d486899b-f885-43a4-b89f-dffd6e00f0e7,1.3,6541b2e7c5119cad40d2b8a2,6550a740ea03570028ea3b98,2023-08-16 16:42:55.764202,0
dfbd89e3-858c-4e13-b93a-465fef7156ac,1.7,6541b2e7c5119cad40d2d413,6550a740ea03570028ea3b97,2023-04-20 16:42:55.764202,0
7c7118f2-bb88-4566-8f0c-cd59623a4dd0,1.1,650fa6d68777e3057833a455,6550a740ea03570028ea3b97,2023-01-24 16:42:55.764202,0
